Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Savings,Loan_Amount,Loan_Approved
27,109242,735,3,3,0.26,43088,193099,1
19,133204,475,0,0,0.08,63438,213325,1
68,149642,650,40,0,0.26,17077,169584,1
28,42884,442,2,0,0.1,26273,270406,1
30,37199,697,6,3,0.77,32052,278357,0
27,80038,668,8,2,0.52,68955,29129,0
31,77786,800,6,2,0.18,14518,246255,0
35,129636,669,7,1,0.14,8396,283668,1
68,124970,681,40,3,0.33,85548,285242,1
26,69294,385,0,1,0.28,41077,261174,0
56,98015,759,26,5,0.26,12981,195883,1
45,54178,624,23,1,0.4,99989,67903,1
20,32665,821,1,1,0.73,69292,74138,0
37,149604,788,9,1,0.48,65842,28059,1
23,20534,696,5,0,0.44,6023,177949,1
44,111828,654,14,5,0.65,92954,178854,0
19,56132,587,0,1,0.05,22219,164470,1
46,135720,758,15,2,0.2,84892,265541,1
55,56110,835,25,1,0.42,18094,146867,1
20,78754,590,0,0,0.58,38853,91723,0
33,83580,467,8,4,0.41,6646,82156,0
47,42469,727,23,5,0.17,55045,76512,0
57,84016,789,23,4,0.75,47925,34232,0
19,66233,654,0,4,0.3,44927,263106,0
34,122804,495,6,5,0.64,12991,110332,0
58,149863,844,40,3,0.72,19978,67630,1
29,86708,310,4,2,0.31,84012,116558,0
52,78232,555,34,0,0.68,36723,236000,1
60,113450,695,34,5,0.58,25787,227638,1
18,106437,708,0,4,0.73,92693,201211,0
62,126311,661,35,0,0.24,50092,68683,1
32,54409,558,4,0,0.75,45791,79081,0
43,135159,302,25,3,0.1,76171,143859,1
54,39324,383,29,4,0.65,15932,205553,0
38,28738,455,9,1,0.38,37911,144493,0
66,123030,475,40,0,0.18,10946,166668,1
48,130093,771,21,4,0.11,85899,191683,1
42,44054,723,21,0,0.34,15387,222849,1
40,49709,433,8,3,0.34,70141,250997,0
41,129321,679,18,3,0.22,50573,192959,1
55,105643,576,33,1,0.21,42405,279509,1
45,148805,535,23,3,0.35,10152,122469,1
38,20363,312,18,4,0.36,99434,175927,0
60,30358,641,40,5,0.38,36415,200209,1
35,121613,334,14,3,0.7,96879,114591,0
53,135233,513,27,5,0.51,32848,235428,0
52,23240,711,25,1,0.07,44394,71448,1
62,92201,704,30,2,0.44,70265,42213,1
26,65689,793,8,0,0.62,32455,277859,1
55,21936,458,27,0,0.09,96348,38059,1
47,132272,409,16,4,0.37,67560,192974,0
61,111074,848,34,1,0.39,92764,20223,1
51,63965,825,18,1,0.77,17921,261477,0
49,97534,646,24,1,0.41,33179,188799,1
20,20882,578,1,0,0.61,53235,16391,0
20,40224,778,0,3,0.28,33037,93512,0
45,125227,410,21,0,0.63,34275,25709,0
61,143750,730,29,0,0.29,37692,173728,1
32,139299,841,7,0,0.37,9872,16655,1
58,145865,414,27,3,0.41,52764,18111,0
40,132012,389,22,2,0.74,91871,266459,0
57,143745,511,27,4,0.09,87143,67275,1
28,50825,849,8,2,0.2,53299,69532,1
65,90740,838,40,2,0.58,35961,154850,1
49,48885,659,17,0,0.48,25466,113553,1
53,60056,785,32,2,0.24,16762,97704,1
50,23203,671,30,0,0.27,19930,262994,1
41,80241,514,20,0,0.33,55213,122608,1
56,22244,314,34,4,0.39,71191,262046,0
51,118322,558,24,1,0.66,51374,198732,1
45,135329,762,20,0,0.06,57902,43708,1
54,88619,419,25,2,0.72,71555,114444,1
24,41584,427,4,4,0.36,55875,115353,0
21,28521,822,0,5,0.22,40314,178506,0
54,70017,624,36,5,0.43,53175,293121,0
18,53541,619,0,5,0.54,86200,214831,0
18,49063,805,0,2,0.08,49978,84702,1
64,90268,825,35,1,0.59,59415,210944,1
37,145234,349,17,3,0.62,83460,162286,0
36,146218,368,6,1,0.17,47255,46108,1
46,138206,690,14,4,0.18,50662,167739,0
27,84952,682,0,1,0.2,89082,287775,1
35,113054,315,17,5,0.65,81366,94652,0
45,59563,738,22,1,0.25,79178,299565,1
52,59752,431,26,4,0.65,89622,27419,0
60,115233,547,33,4,0.46,50496,179385,0
64,22567,572,32,5,0.63,48791,72579,0
48,36121,648,22,2,0.47,96998,137774,0
44,21674,783,13,0,0.3,58235,48889,1
28,96411,849,0,3,0.73,40140,39155,0
66,129876,656,40,3,0.59,33076,132782,1
66,86275,617,40,5,0.41,45782,149454,1
55,87081,347,24,3,0.53,52632,34852,1
22,49140,309,0,1,0.51,23203,133329,0
25,145139,532,3,4,0.32,94392,118417,0
51,29327,335,29,4,0.37,46642,53843,0
65,90663,712,40,5,0.29,10486,299274,1
69,43331,761,40,4,0.8,61595,295412,0
29,43004,303,0,0,0.49,33158,119629,0
55,127369,343,21,4,0.12,15681,292970,0
18,139243,554,0,4,0.44,55790,299139,0
48,30492,413,30,1,0.09,56052,140534,1
21,74797,696,0,2,0.27,78237,39804,1
66,78095,473,40,3,0.38,16372,224397,0
62,33749,554,40,1,0.45,27611,159245,1
67,83217,765,40,1,0.78,6523,135090,1
22,109044,576,0,1,0.79,46793,260506,0
47,29045,763,29,3,0.12,21233,232343,0
41,40116,801,18,5,0.45,25955,64496,0
20,38667,740,0,1,0.66,70299,285476,0
28,95057,368,6,2,0.23,48524,84525,0
62,94205,808,31,5,0.61,43621,108482,0
21,47302,625,0,4,0.71,85978,157560,0
43,31283,366,24,2,0.55,92418,83483,1
44,50935,603,22,5,0.3,69001,227619,0
63,92534,783,40,4,0.74,70987,286376,0
60,114342,847,33,4,0.71,82597,122031,1
44,51624,716,18,1,0.59,1015,234081,0
59,33440,458,39,1,0.32,5410,58685,1
68,131001,448,36,3,0.64,19964,101521,0
67,66501,326,40,0,0.29,71671,21545,1
23,107333,547,0,2,0.24,74484,62847,0
32,21269,400,9,3,0.44,71325,280491,0
47,27868,395,13,3,0.8,9602,138706,0
59,50251,683,37,2,0.65,8232,261457,1
54,97909,581,22,5,0.6,58245,92686,0
54,104523,621,29,2,0.39,48950,22893,1
59,58729,695,37,4,0.28,71371,23703,1
54,35734,577,24,0,0.69,92602,27489,1
52,62429,828,34,5,0.48,29381,111975,0
40,61337,562,22,1,0.66,77305,259155,1
23,60325,592,0,0,0.42,57025,196258,0
21,103600,593,0,0,0.62,83192,217984,1
35,82514,694,4,1,0.7,54706,24733,0
26,28433,812,0,0,0.34,1819,81942,1
66,133957,479,32,5,0.06,36383,229775,1
46,29111,534,22,5,0.24,79684,166731,0
30,123986,636,6,5,0.74,72605,245982,0
64,83753,307,39,3,0.57,6640,220765,0
69,133783,742,39,3,0.6,60888,170078,1
34,100583,838,6,5,0.29,87810,191936,0
62,93620,390,36,1,0.58,63244,229132,1
49,41751,571,31,1,0.53,74237,267884,1
65,36453,304,40,2,0.18,85901,257230,1
39,105844,518,10,2,0.78,69575,276871,0
21,58968,417,2,5,0.32,55087,127179,0
22,50077,414,0,0,0.3,32915,201976,1
54,128582,562,20,0,0.33,44642,162605,1
58,54775,605,26,1,0.12,57611,239285,1
66,78144,721,40,0,0.52,47889,166480,1
30,68570,506,10,4,0.23,42215,108523,0
51,66097,602,26,3,0.65,3487,241980,0
62,44503,411,40,0,0.35,62045,80759,1
39,22779,716,7,0,0.39,93594,54061,1
40,106840,584,13,2,0.53,94644,162794,1
68,20755,484,39,4,0.62,75035,286352,0
20,59263,520,0,0,0.22,72667,91090,1
59,128491,743,29,3,0.77,60040,191133,1
51,75087,416,30,0,0.52,91520,287309,1
49,62281,369,19,1,0.05,62295,138051,1
62,71482,369,28,4,0.36,1825,31763,0
68,74857,726,40,0,0.38,2191,64750,1
66,142989,742,40,4,0.66,44094,211376,1
38,37400,436,4,0,0.28,64490,164127,0
63,60115,803,39,3,0.3,81243,78368,1
61,34249,430,28,3,0.1,55799,153711,1
38,133183,517,13,4,0.26,40553,197104,0
61,66825,470,32,5,0.59,95305,5299,0
28,130361,774,0,2,0.53,7813,124209,0
56,44600,428,28,2,0.11,27350,101190,1
21,57706,356,0,1,0.14,88561,149100,0
68,39222,480,38,5,0.33,29992,30437,1
18,119041,545,0,2,0.61,83453,9589,0
45,124504,443,27,4,0.67,89430,241008,0
41,61139,350,15,2,0.06,34975,290236,1
52,134919,667,33,1,0.3,25992,257933,1
30,136605,758,0,0,0.37,44736,148449,1
64,61302,517,34,2,0.73,2237,123847,0
51,114684,556,18,4,0.43,5943,210911,0
28,107838,455,9,4,0.25,54917,51635,0
53,88159,741,32,1,0.34,93055,105604,1
68,28646,324,39,1,0.38,93292,60402,1
34,33543,835,1,3,0.55,22220,225961,0
52,114496,359,25,3,0.08,48798,107295,1
35,148212,766,15,3,0.34,29694,107535,1
57,42785,733,36,0,0.53,29250,275456,1
39,98353,365,16,4,0.26,80478,89767,0
41,51406,405,19,3,0.49,34227,67263,0
36,108992,395,16,4,0.32,79305,169957,0
54,71428,850,27,1,0.62,83039,176701,1
56,43777,467,28,0,0.1,54920,161450,1
38,77939,341,7,1,0.74,11447,290537,0
25,73026,403,0,4,0.18,75045,143238,0
45,106450,503,24,5,0.17,23865,107677,0
22,49553,819,0,5,0.68,56450,296760,0
34,43548,581,0,3,0.7,17134,153884,0
54,83221,342,24,5,0.12,53378,130323,0
53,57265,409,26,1,0.73,17201,59026,1
36,145549,509,8,5,0.25,19936,258683,0
44,60701,348,21,2,0.51,79794,151101,1
51,71287,414,32,0,0.1,62752,280321,1
28,26727,454,10,4,0.34,66309,11688,0
62,130460,802,34,3,0.39,22762,153462,1
64,70717,370,31,1,0.5,4228,42879,1
29,52427,818,9,0,0.44,60405,37492,1
38,36692,635,16,3,0.4,69946,155743,1
28,51625,366,0,1,0.77,1408,131383,1
56,44918,792,24,5,0.19,48497,106165,0
45,126931,512,24,4,0.17,52419,32574,0
22,61136,480,1,2,0.59,59087,76261,0
34,134826,547,9,2,0.11,6773,232401,0
37,134881,513,13,5,0.41,53986,125283,0
58,72409,658,24,4,0.41,60175,167243,1
63,35577,548,31,0,0.28,75715,104789,1
29,105155,815,7,4,0.75,6617,168723,0
23,131776,387,0,5,0.26,69237,200839,0
34,119246,475,13,1,0.27,4907,189767,1
68,122924,725,34,0,0.23,14841,141293,1
36,146759,380,2,2,0.16,91866,128438,0
43,140408,437,12,5,0.32,50827,57900,0
65,101731,732,34,1,0.56,55079,96081,1
61,47689,769,27,5,0.61,79943,217735,0
61,31154,649,36,3,0.66,62467,141104,1
69,124657,425,40,3,0.2,49091,41777,1
49,114948,608,19,3,0.08,55501,216703,1
23,41341,529,0,2,0.78,62855,157779,0
53,117554,759,20,4,0.06,98735,127965,0
55,94681,644,32,0,0.77,92822,223435,1
28,127798,609,7,2,0.67,20859,166692,0
50,66330,319,30,1,0.73,73352,207915,0
41,138069,840,18,1,0.34,50693,132852,1
40,107759,776,19,3,0.2,17548,42069,1
32,88416,568,9,0,0.5,93367,250036,1
44,145067,302,22,3,0.61,83904,115549,0
28,106807,315,2,1,0.15,85581,125097,1
68,53313,657,40,1,0.65,34385,253968,1
67,66900,432,40,4,0.21,78641,64337,1
34,98840,611,1,4,0.42,25644,73976,0
68,54695,781,40,4,0.69,6639,6545,0
31,50225,843,0,3,0.2,96866,135867,0
44,106072,604,18,5,0.23,78152,181684,0
35,116367,568,9,0,0.1,21580,299941,1
45,69156,713,24,4,0.16,99304,244039,0
68,97209,324,40,2,0.16,27974,101480,1
64,107453,615,38,4,0.2,46373,216372,1
64,47829,575,32,3,0.26,97086,62872,1
21,100908,688,2,0,0.66,48612,70661,1
24,45938,743,0,4,0.74,25761,164504,0
62,79164,726,28,0,0.35,11701,177685,1
52,74530,356,33,2,0.15,21822,102651,1
65,140921,667,31,1,0.22,15970,132113,1
26,88199,641,0,0,0.6,87728,95061,1
25,80282,603,6,5,0.56,36847,182488,0
69,67801,673,40,4,0.78,24103,160938,1
62,29465,411,34,3,0.06,58479,81719,1
34,23326,305,7,5,0.61,95393,197057,0
34,23659,578,12,5,0.43,83847,147003,0
66,80289,681,33,3,0.73,61787,154149,1
50,47594,312,28,3,0.48,87979,240263,0
49,135819,602,20,3,0.39,17944,30895,1
25,24763,459,4,5,0.55,15974,204429,0
36,108657,453,13,0,0.68,47984,102272,1
55,30828,480,29,3,0.26,47893,85290,1
20,67588,825,0,1,0.13,27314,199920,1
22,31221,479,0,5,0.37,30852,86754,0
30,31211,676,0,5,0.21,5953,268539,0
64,33569,467,34,5,0.37,90818,188191,0
63,116894,513,39,2,0.79,77773,8961,1
48,57860,449,27,0,0.48,29448,40382,1
33,91558,315,5,0,0.57,32771,249429,1
67,65337,390,40,3,0.56,52550,285072,0
49,72311,419,26,5,0.67,56378,239601,0
39,33515,552,12,5,0.76,55895,279237,0
46,91695,359,22,3,0.54,59737,216310,0
39,142006,565,15,0,0.41,69124,181529,1
60,131527,708,39,3,0.29,61810,96892,1
20,126749,330,0,3,0.32,81351,144058,0
27,107227,320,3,3,0.3,72892,293870,0
59,44904,588,38,3,0.29,21069,249036,1
38,79935,842,8,3,0.57,15695,83196,0
33,63790,797,0,4,0.49,54461,189657,0
29,88580,773,5,4,0.2,21783,69619,0
19,95148,704,0,5,0.78,2403,244013,0
58,25636,847,37,5,0.37,29327,113464,1
41,97129,431,13,4,0.47,68821,29331,0
52,134483,623,32,0,0.58,9862,258079,1
47,22892,431,19,2,0.51,68264,139655,0
47,41672,820,27,0,0.28,12430,217864,1
64,25812,329,35,5,0.65,35017,12539,0
52,116621,600,34,4,0.13,34646,223918,1
36,148177,303,15,0,0.48,29922,144295,0
67,20654,624,36,2,0.25,12543,69590,1
25,74633,808,7,3,0.51,50649,278666,0
43,37143,536,12,1,0.21,93099,106872,1
66,75934,834,36,4,0.63,26553,33014,1
57,87334,315,27,4,0.22,49860,127894,0
24,123463,833,0,2,0.72,61388,49082,1
47,145851,745,13,3,0.7,61092,57945,0
24,49087,802,0,3,0.32,74114,78492,0
20,31618,529,0,1,0.34,22263,143457,1
18,28446,406,0,3,0.58,77204,58583,0
53,107182,688,32,2,0.12,83458,209386,1
42,122127,562,11,5,0.11,13232,113180,0
54,68867,364,24,3,0.15,10092,76882,0
18,71028,564,0,5,0.47,35234,119173,0
32,80101,637,9,5,0.16,41482,21448,0
54,47200,600,28,2,0.26,19117,255408,1
30,115107,677,1,4,0.54,34258,19715,0
57,108074,474,26,4,0.06,97726,240774,0
25,126091,451,0,4,0.19,60097,30897,0
22,81465,775,0,0,0.75,89631,107328,0
26,129500,565,3,4,0.55,19302,158770,0
18,106436,628,0,2,0.28,76762,46572,1
53,138422,462,33,1,0.08,41934,144915,1
52,144124,737,24,3,0.49,77439,298695,0
19,107892,642,0,4,0.22,88945,104691,0
57,108559,666,23,0,0.77,43446,32442,1
40,140044,764,20,5,0.57,81421,162768,0
26,59148,498,0,0,0.78,72635,92099,1
51,102928,799,27,2,0.69,27076,93399,1
63,40698,315,40,1,0.41,50349,9763,1
31,62470,595,12,4,0.55,47578,294915,0
21,112071,810,0,4,0.66,10726,141607,0
47,71660,538,21,0,0.48,51865,37519,1
48,73910,600,25,2,0.1,76076,148092,1
55,55450,305,29,0,0.4,9102,165817,1
28,76463,519,6,0,0.15,13754,298050,1
52,53757,752,33,1,0.59,37612,91786,1
25,98012,732,0,2,0.56,34363,16297,0
20,126750,685,0,1,0.79,74866,59183,0
31,147043,594,4,2,0.52,66777,199645,0
30,90247,417,9,4,0.65,19747,265520,0
62,92015,704,35,3,0.25,48770,217865,1
49,51390,311,24,5,0.31,50884,240374,0
51,76116,508,21,3,0.74,66670,245745,0
62,33161,464,38,2,0.62,94371,297230,0
36,52152,593,12,3,0.54,86681,225671,0
55,100171,818,34,0,0.24,36394,113818,1
33,126379,377,1,4,0.57,61484,88957,0
19,115833,733,0,5,0.72,44084,268387,0
57,40836,376,24,5,0.22,97655,192341,0
34,110367,347,11,5,0.58,32093,128412,0
51,86543,381,25,4,0.35,8179,57282,0
59,75648,508,39,3,0.14,35278,157935,1
33,46331,744,8,5,0.62,46813,299481,0
55,125992,821,31,5,0.18,85716,12974,1
19,30763,328,0,2,0.24,73443,145563,0
19,89444,603,0,0,0.64,64828,269448,0
43,113109,764,19,2,0.61,70942,278642,1
30,39187,801,3,3,0.24,96539,129581,0
64,31957,745,35,4,0.76,20748,139886,1
48,24379,789,28,4,0.21,89688,130710,1
51,47959,727,22,2,0.8,76127,97755,0
56,102018,658,24,1,0.6,10742,34925,1
20,143076,390,0,2,0.34,4411,197296,0
25,47105,352,0,1,0.15,83002,173878,1
40,20877,503,17,2,0.29,39464,18365,1
31,68353,455,4,1,0.2,30698,231934,0
44,103788,301,25,1,0.52,77011,39726,0
46,116870,656,16,5,0.32,32108,55448,0
56,104585,357,32,5,0.27,85360,276368,0
56,103308,553,31,1,0.62,72296,196021,1
18,71567,479,0,1,0.22,84702,176141,0
34,77913,792,6,0,0.49,48133,183115,1
58,22637,334,37,1,0.2,47662,229367,1
47,92778,374,13,5,0.59,63421,34526,0
30,62025,588,0,1,0.52,98427,286756,0
38,126917,670,10,4,0.65,26180,130245,1
36,121187,628,12,0,0.1,40194,171247,1
36,119508,603,6,1,0.21,82624,120623,1
42,102464,520,8,5,0.17,13525,247621,0
39,48742,463,9,5,0.19,41674,48927,0
48,31831,779,19,3,0.13,9922,27073,0
34,133768,754,10,5,0.47,63782,265493,0
40,135911,674,22,0,0.5,80818,91257,1
49,105092,519,31,5,0.68,35846,142644,0
27,110879,553,0,4,0.36,83897,15006,0
27,108370,487,0,2,0.45,96122,176325,1
53,146537,490,25,4,0.79,68173,221275,0
25,66762,688,0,4,0.45,14916,170487,0
69,124824,514,35,0,0.48,31926,52813,1
37,118958,674,16,0,0.8,43941,254212,1
49,108741,385,25,3,0.8,61294,131491,0
67,38830,773,40,5,0.37,20684,27013,1
31,75044,830,5,3,0.53,17966,8244,1
67,93948,346,37,0,0.41,91571,225179,1
45,89202,364,26,5,0.59,58479,238401,0
63,57045,774,40,0,0.75,76704,199512,1
69,106322,445,37,0,0.28,59321,82428,1
41,137257,681,7,2,0.66,75011,215485,0
32,91051,365,2,4,0.54,94009,25588,0
39,127509,816,15,3,0.26,36166,194759,1
47,46627,392,21,3,0.65,54264,196795,0
21,35198,725,0,1,0.37,4466,243378,0
30,89521,767,10,2,0.14,22902,159710,1
40,131439,393,8,0,0.8,60805,5785,0
25,126471,432,1,0,0.37,6363,22211,1
35,49475,733,17,2,0.46,60397,277361,1
29,125752,640,0,5,0.66,3134,183560,0
48,138998,613,15,3,0.77,66126,240632,0
31,39403,511,4,0,0.7,51791,16556,0
51,23681,819,33,1,0.44,42379,294058,1
35,111555,458,13,3,0.46,92938,161776,0
51,138884,567,31,4,0.26,94250,158538,1
28,113122,773,0,2,0.4,86609,209296,1
58,135260,709,25,3,0.76,81119,261676,1
29,62292,773,10,4,0.6,38723,43199,0
66,123057,655,34,1,0.06,42166,183264,1
32,125386,492,2,5,0.14,90292,270483,0
48,122306,570,18,2,0.74,86310,89709,1
66,25629,413,33,5,0.69,90170,103118,0
46,113246,822,21,0,0.41,97679,182027,1
43,115864,354,15,5,0.51,8249,97604,0
35,97814,364,10,0,0.27,97804,43316,1
49,28417,571,22,4,0.64,4796,61670,0
39,138888,801,21,3,0.5,19918,166713,1
55,54765,661,26,1,0.57,19564,66745,1
34,94499,445,8,4,0.33,97248,286190,0
40,134088,508,18,1,0.37,95322,152657,1
41,76574,585,15,5,0.21,81848,274231,0
67,122828,309,34,1,0.76,92509,116638,1
25,110545,485,0,5,0.76,79743,131041,0
58,148206,763,30,1,0.66,67982,45711,0
23,47675,433,2,2,0.75,67487,253786,0
22,145609,470,0,4,0.55,54173,106660,0
61,121711,512,31,2,0.23,68253,238349,1
46,92267,829,15,3,0.62,54394,214628,0
45,60563,801,26,3,0.29,12390,48543,1
28,31332,326,7,0,0.38,57627,32122,1
18,143745,367,0,0,0.26,87730,261635,1
60,39177,707,26,0,0.37,82013,254997,1
36,109254,408,3,3,0.56,84516,73659,0
26,88447,373,0,1,0.13,31950,56459,1
44,77104,561,15,5,0.13,73130,37036,1
51,104335,667,33,1,0.56,63963,60087,1
61,134938,536,29,4,0.63,45693,171950,0
21,100730,665,1,3,0.46,20600,189001,0
53,24951,585,30,5,0.19,75634,199941,1
35,126402,677,4,5,0.37,64086,148784,0
32,48333,675,9,5,0.62,78478,289447,0
68,41673,375,40,0,0.56,15012,51515,1
30,134421,308,7,5,0.13,31702,152076,0
36,60870,495,11,5,0.78,49176,242889,0
66,141945,589,34,3,0.22,11346,81025,1
23,147536,360,0,1,0.22,15428,87099,0
65,91101,688,32,1,0.39,6755,287493,1
29,42821,307,0,2,0.3,7283,195128,0
68,45494,668,40,2,0.79,50036,193444,1
54,119477,344,33,4,0.11,2337,229751,1
34,146083,643,7,3,0.28,60786,184877,0
40,94160,674,21,2,0.34,63968,151757,0
43,132698,326,22,2,0.42,21857,119742,0
46,131560,492,14,3,0.06,91472,293153,1
50,20835,656,29,1,0.11,28640,115138,1
44,145126,361,11,4,0.24,39435,123871,0
42,38646,361,10,4,0.47,17214,24678,0
27,143777,721,3,4,0.63,42532,41623,0
64,97360,850,32,2,0.56,27531,18369,1
40,57335,679,12,1,0.48,74549,229817,1
38,89351,576,13,4,0.35,36812,210977,0
38,134934,730,20,3,0.7,59928,47256,0
60,22429,414,40,4,0.39,71554,242425,1
30,61950,420,8,0,0.27,64883,96006,1
54,80654,824,25,1,0.52,85153,89419,1
50,127422,715,21,0,0.57,94404,97586,1
41,129934,462,15,1,0.35,53398,298551,1
61,139975,636,33,5,0.07,43774,124805,1
28,88143,678,0,3,0.12,32090,83074,0
34,111186,623,1,5,0.68,37809,52303,0
21,124234,472,0,2,0.09,68425,112665,1
64,117889,363,37,2,0.49,25060,231354,1
42,122326,400,10,5,0.19,11091,193089,0
47,97527,621,27,1,0.22,47283,48327,1
26,106704,365,4,4,0.26,20039,74830,0
38,51099,757,10,0,0.08,44289,88650,1
37,59385,752,15,3,0.18,4718,183318,1
36,55919,558,12,4,0.54,22919,65638,0
36,116952,725,13,2,0.42,43016,168247,0
29,80782,477,0,4,0.65,76234,199681,0
54,91116,579,35,5,0.1,35398,119952,1
59,92590,643,31,5,0.72,22444,63587,0
34,109626,316,12,0,0.8,83911,293200,0
54,60387,595,28,2,0.06,49051,13299,1
65,35823,501,40,1,0.78,7866,193295,1
56,66015,493,22,3,0.23,95080,143921,0
45,122877,448,20,5,0.57,71457,149843,0
58,35339,674,34,3,0.27,47113,296748,0
52,149949,334,30,2,0.44,42522,78495,1
64,23491,668,32,1,0.43,66143,8196,1
65,20706,328,38,5,0.32,33759,41899,0
35,117493,520,2,0,0.59,23665,202020,1
31,35728,352,5,3,0.5,91478,98270,0
52,26997,652,28,2,0.43,72785,81687,1
61,123537,691,33,3,0.79,67329,172687,1
58,80408,375,32,1,0.76,28679,291502,1
24,78097,793,0,0,0.77,54883,38849,1
58,149526,821,32,1,0.71,80529,67603,1
30,58523,416,10,5,0.24,92069,230451,0
35,141648,579,10,4,0.31,70131,124043,1
54,45163,474,21,1,0.22,49295,94582,1
30,37718,594,6,1,0.79,51006,275533,0
53,107508,750,29,3,0.16,48181,253386,1
48,103767,817,18,1,0.32,51721,177454,1
19,59619,320,0,2,0.2,3256,219112,0
33,32126,372,4,5,0.22,13101,82895,0
26,109131,335,1,3,0.24,47490,140599,0
26,84926,806,0,3,0.53,54255,115971,0
55,60633,532,22,4,0.11,95944,273837,1
28,97654,796,4,5,0.48,97482,37823,0
39,23317,505,18,2,0.66,37944,236639,0
50,64980,725,21,5,0.62,74497,193436,0
53,64115,343,19,1,0.16,16416,229882,1
62,81646,390,40,4,0.74,39022,257113,0
40,63158,769,6,2,0.63,9429,85586,0
62,75963,766,40,4,0.05,14783,285522,1
62,67631,753,39,5,0.6,61632,22218,1
51,69316,632,22,0,0.6,25290,255043,1
26,125364,806,0,5,0.42,63489,239646,0
41,79342,769,13,1,0.08,56153,85278,1
25,35504,320,0,4,0.48,35500,123997,0
24,88593,527,0,0,0.62,45021,178946,0
53,46660,675,22,1,0.25,95821,114097,1
35,57196,429,2,4,0.55,67722,86089,0
20,85938,713,0,4,0.32,57733,205744,0
45,28605,370,19,5,0.48,85145,152475,0
23,77388,703,0,4,0.34,10176,284560,0
61,101297,696,28,4,0.28,91909,46784,1
61,75501,636,35,3,0.69,98491,117251,1
38,73309,804,8,4,0.62,22557,221266,0
45,47043,575,23,5,0.31,95274,68376,0
57,53635,312,30,3,0.38,91655,278997,0
18,99315,302,0,3,0.57,56034,33369,0
53,100691,523,27,0,0.66,83439,183193,1
38,126514,474,7,1,0.56,11738,5747,0
60,53132,684,28,3,0.46,6041,179398,1
52,109387,540,22,2,0.77,51606,175844,1
30,35366,846,3,3,0.63,89790,205155,0
66,113944,313,35,2,0.14,57365,237391,1
27,92107,494,0,0,0.47,41527,191829,0
61,82580,696,38,2,0.36,10250,196094,1
64,135267,730,35,0,0.65,93348,79128,1
27,142362,605,0,0,0.08,26688,195834,1
63,77889,633,38,0,0.36,20790,298253,1
30,99553,709,0,2,0.29,1946,91352,1
54,59236,302,35,2,0.16,37798,31499,1
55,24150,751,31,0,0.33,74863,162016,1
41,131369,794,12,0,0.55,2136,179352,1
19,39423,716,0,1,0.32,32915,179719,1
39,24137,690,8,0,0.49,92474,290489,1
34,49992,672,8,4,0.49,67090,108837,0
53,130540,351,25,1,0.49,24421,194001,1
31,114438,675,0,1,0.45,79769,145785,1
27,135140,694,0,1,0.14,60916,239551,1
52,64921,441,24,4,0.21,31893,145085,0
42,141225,385,21,1,0.65,65124,124021,1
20,99369,763,0,1,0.43,37171,126321,1
64,86917,345,40,2,0.58,19638,8093,0
55,93690,537,28,5,0.48,67484,162953,0
34,54235,309,12,2,0.08,99238,241994,1
29,98975,829,9,0,0.65,42063,166839,1
69,39122,477,36,0,0.1,25193,105854,1
41,43956,305,16,3,0.76,73743,38993,0
46,83879,606,22,5,0.21,10238,32132,0
60,78560,847,29,4,0.43,8419,177685,1
42,141435,626,10,2,0.1,21410,241829,1
53,102800,655,19,0,0.72,6956,61552,1
43,130310,694,25,4,0.78,81161,211139,0
55,88685,599,32,1,0.16,24753,75092,1
18,44660,825,0,4,0.27,73858,138789,0
37,148029,584,8,2,0.06,69150,266669,1
45,126196,629,26,5,0.64,26539,106696,0
33,106064,349,11,3,0.28,69807,247862,0
64,134440,677,38,2,0.49,10029,189752,1
34,21168,837,3,5,0.08,57536,211408,0
57,65124,443,32,0,0.59,72214,251841,1
45,55897,359,26,0,0.45,86108,290546,1
29,35032,374,3,4,0.59,48989,256865,0
44,72797,302,20,2,0.64,95631,163296,1
59,55294,747,26,0,0.12,82107,199320,1
64,63827,574,40,1,0.48,44162,116749,1
47,23516,829,15,1,0.54,20718,280964,1
58,39751,514,36,3,0.44,82402,265034,0
51,50373,784,23,4,0.19,3198,250915,0
54,142026,628,23,0,0.65,10407,255056,1
23,50270,554,3,3,0.8,75608,219955,0
24,30386,686,0,1,0.78,83674,298351,0
49,121859,425,26,3,0.63,6217,207911,0
49,84817,849,29,3,0.36,97796,273286,1
42,85184,623,23,0,0.3,76947,270899,1
50,134316,503,20,0,0.1,34138,249805,1
24,99693,471,5,0,0.36,35500,264019,0
69,57879,516,37,4,0.17,6259,116929,0
29,125056,544,7,3,0.24,96120,175414,0
33,69597,635,1,3,0.72,80652,273265,0
33,59132,597,0,4,0.78,50953,164376,0
60,23626,481,40,1,0.76,23783,53294,1
53,105936,633,21,2,0.2,42949,69902,1
30,122179,810,10,1,0.73,22155,235718,0
24,123801,682,2,4,0.16,33389,244732,0
53,101515,498,25,3,0.43,57159,225671,1
64,97065,631,38,3,0.53,34183,258089,1
68,75390,464,40,0,0.4,32048,182089,1
26,36645,541,8,0,0.76,33121,87435,0
49,111960,526,18,3,0.3,28541,247893,0
28,74144,750,6,3,0.45,37105,222831,1
25,33382,495,0,5,0.11,22642,296690,0
